thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu,ma_nganh,ma_khoi_nganh,ten_khoi_nganh
8/13/2026 10:17,Thương mại điện tử,Nữ,A01,3,2,4,4,3,3,4,4,3,2,,,4.5,8.25,,,,4.75,,,3,Kinh doanh,,7340122,1,Kinh doanh & Quản lý
8/11/2026 13:36,Kinh doanh thời trang và dệt may,Nữ,C00,2,4,4,2,3,3,4,3,3,3,8.75,8.0,,,,,7.75,,,,2,Nghiên cứu,,7340123,1,Kinh doanh & Quản lý
8/13/2026 14:55,Công nghệ tài chính,Nữ,A01,5,2,5,4,3,2,1,2,4,2,,,7.5,8.0,,,,8.5,,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/12/2026 16:19,Công nghệ kỹ thuật cơ điện tử,Nam,A01,3,3,3,4,3,3,4,5,5,3,,,7.8,8.2,,,,7.75,,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/13/2026 13:37,Ngôn ngữ Anh,Nữ,D01,4,1,3,2,4,1,1,1,2,3,8.0,,7.75,7.5,,,,,,,1,Đi làm,,7220201,6,Ngoại ngữ
8/14/2026 21:08,Quản lý tài nguyên và môi trường,Nữ,D01,3,3,2,3,4,3,4,3,3,2,6.5,,7.75,9.5,,,,,,,1,Đi làm,,7850101,4,"Thực phẩm, Sinh học & Môi trường"
7/19/2026 6:48,Thương mại điện tử,Nam,A01,1,3,1,1,1,1,1,1,1,2,,,8.0,9.0,,,,9.0,,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
8/14/2026 10:41,Công nghệ tài chính,Nam,C01,3,3,3,3,3,4,3,4,3,3,6.5,,,7.25,,,,6.75,,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/11/2026 15:36,Công nghệ tài chính,Nam,A01,3,5,3,3,3,3,4,3,1,3,,,8.0,8.0,,,,7.0,,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/11/2026 14:06,Công nghệ thực phẩm,Nữ,D07,3,2,3,3,4,4,3,4,4,3,,,6.0,8.0,,,,,8.0,,3,Kinh doanh,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/12/2026 17:08,Công nghệ thực phẩm,Nữ,B00,3,2,3,3,3,4,3,5,2,1,,,,8.5,,,,,7.75,5.75,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/13/2026 9:56,Công nghệ kỹ thuật môi trường,Nữ,A00,3,2,2,3,3,3,4,3,2,2,,,,6.0,,,,7.25,7.0,,1,Đi làm,,7510406,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:33,Công nghệ thông tin,Nam,A00,2,4,5,5,5,4,3,3,3,2,,,,8.25,,,,6.0,7.25,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/11/2026 17:18,Tài chính ngân hàng,Nam,A00,4,3,3,4,2,1,1,2,3,3,,,,9.0,,,,6.5,8.5,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
7/21/2026 18:52,Tài chính ngân hàng,Nữ,A00,5,1,5,4,3,2,2,2,2,2,,,,6.25,,,,8.75,7.5,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/11/2026 17:21,Công nghệ sinh học,Nam,B00,2,3,2,3,5,5,3,3,3,2,,,,6.0,,,,,5.75,6.5,1,Đi làm,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:25,Công nghệ kỹ thuật điện - điện tử,Nam,C01,4,2,4,4,5,4,4,3,4,4,6.75,,,8.75,,,,6.75,,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
7/21/2026 15:37,Ngôn ngữ Anh,Nam,D15,5,3,5,3,5,4,5,5,4,5,8.75,9.25,6.0,,,,,,,,4,Chưa xác định,,7220201,6,Ngoại ngữ
8/13/2026 15:55,Luật kinh tế,Nữ,C00,3,2,3,3,3,3,3,4,3,3,8.0,9.2,,,,,8.9,,,,1,Đi làm,,7380107,5,Luật
8/12/2026 15:26,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,A00,4,2,3,2,2,2,1,4,2,3,,,,8.0,,,,9.5,5.5,,4,Chưa xác định,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 13:50,Công nghệ thực phẩm,Nữ,A00,4,3,2,3,3,3,4,3,2,3,,,,6.0,,,,7.0,6.25,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/13/2026 14:11,Quản trị nhà hàng và dịch vụ ăn uống,Nam,D01,4,2,2,3,2,1,1,4,2,3,5.25,,6.75,8.75,,,,,,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 14:07,Công nghệ thực phẩm,Nữ,A00,4,1,2,2,4,3,4,4,3,4,,,,5.0,,,,8.0,6.8,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:11,Logistics và quản lý chuỗi cung ứng,Nữ,A00,5,2,5,3,5,5,3,4,5,4,,,,8.5,,,,5.6,7.0,,3,Kinh doanh,,7510605,1,Kinh doanh & Quản lý
8/11/2026 15:49,Marketing,Nữ,A01,3,3,4,4,5,4,5,4,4,5,,,7.8,9.0,,,,7.5,,,3,Kinh doanh,,7340115,1,Kinh doanh & Quản lý
7/20/2026 14:25,An toàn thông tin,Nữ,X26,3,5,5,4,3,2,2,2,1,2,,,6.0,6.0,,8.75,,,,,1,Đi làm,,7480202,0,CNTT & Máy tính
8/13/2026 16:00,Luật kinh tế,Nữ,C00,4,4,3,3,4,2,4,4,3,3,8.5,9.25,,,,,7.4,,,,1,Đi làm,,7380107,5,Luật
8/13/2026 15:47,Quản trị dịch vụ du lịch và lữ hành,Nữ,D01,4,2,4,4,4,5,5,5,4,4,9.0,,7.0,7.0,,,,,,,3,Kinh doanh,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
8/12/2026 16:17,Quản trị kinh doanh,Nữ,A01,5,5,5,4,3,3,5,3,3,3,,,10.0,8.0,,,,9.0,,,3,Kinh doanh,,7340101,1,Kinh doanh & Quản lý
8/13/2026 16:29,Công nghệ kỹ thuật cơ điện tử,Nam,A00,3,3,3,3,3,3,2,4,3,1,,,,6.0,,,,5.0,6.0,,4,Chưa xác định,,7510203,3,Kỹ thuật & Công nghệ
8/11/2026 13:51,Công nghệ thực phẩm,Nữ,B00,3,4,4,3,2,2,2,5,2,5,,,,6.0,,,,,6.0,6.0,4,Chưa xác định,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/13/2026 11:28,Công nghệ thông tin,Nữ,D01,3,3,3,3,4,4,4,4,4,4,8.75,,4.0,6.5,,,,,,,3,Kinh doanh,,7480201,0,CNTT & Máy tính
8/11/2026 12:56,Quản trị dịch vụ du lịch và lữ hành,Nữ,C03,4,3,4,3,4,3,4,4,4,4,8.5,,,7.3,,,7.8,,,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 12:45,Công nghệ sinh học,Nữ,B00,4,4,4,5,4,5,5,5,5,4,,,,7.0,,,,,8.0,7.5,3,Kinh doanh,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/12/2026 15:20,"Công nghệ dệt, may",Nữ,C01,3,3,3,5,5,4,4,4,4,4,6.5,,,6.0,,,,8.0,,,1,Đi làm,,7540204,3,Kỹ thuật & Công nghệ
8/14/2026 10:55,Thương mại điện tử,Nam,A00,5,1,3,4,3,1,1,2,4,2,,,,7.75,,,,5.75,8.75,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
8/14/2026 12:48,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,A00,2,5,5,4,5,2,2,1,1,2,,,,6.25,,,,9.25,8.25,,1,Đi làm,,7510303,3,Kỹ thuật & Công nghệ
8/11/2026 12:28,Công nghệ thông tin,Nam,D01,3,3,2,3,3,3,3,3,3,3,6.0,,6.0,8.0,,,,,,,1,Đi làm,,7480201,0,CNTT & Máy tính
7/18/2026 12:09,Công nghệ thông tin,Nam,A01,2,4,5,3,5,3,3,4,3,3,,,7.8,7.8,,,,7.3,,,1,Đi làm,,7480201,0,CNTT & Máy tính
7/18/2026 21:14,Quản lý tài nguyên và môi trường,Nam,B00,3,3,3,3,3,2,5,3,2,1,,,,9.0,,,,,6.25,8.0,1,Đi làm,,7850101,4,"Thực phẩm, Sinh học & Môi trường"
8/12/2026 16:03,Ngôn ngữ Anh,Nam,D01,4,1,5,3,5,1,1,3,4,3,8.25,,7.6,7.8,,,,,,,3,Kinh doanh,,7220201,6,Ngoại ngữ
8/11/2026 17:25,Công nghệ vật liệu,Nữ,B00,3,3,3,5,3,5,3,3,2,1,,,,9.0,,,,,7.25,7.5,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
8/11/2026 14:04,Công nghệ kỹ thuật hóa học,Nữ,D01,3,3,4,3,5,5,3,5,5,3,8.0,,6.0,6.0,,,,,,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
8/11/2026 12:37,Công nghệ sinh học,Nam,D07,3,4,2,3,3,4,3,4,3,2,,,8.6,7.6,,,,,7.0,,3,Kinh doanh,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 17:15,Kinh doanh thời trang và dệt may,Nam,A00,3,2,4,2,3,2,2,3,3,5,,,,5.0,,,,9.0,8.75,,1,Đi làm,,7340123,1,Kinh doanh & Quản lý
8/11/2026 14:00,Công nghệ thực phẩm,Nữ,A00,4,4,4,3,3,3,3,4,3,3,,,,7.0,,,,7.0,7.0,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
